Department of General Services - Procurement Division (DGS-PD),,,,,,,,,,,,,
STATE CONTRACTS INDEX LISTING,,,,,,,,,,,,,
The State Contracts Index Listing identifies current Leveraged Procurement Agreements (LPAs). Questions? Contact the Contract Administrator or PDWebmaster@dgs.ca.gov,,,,,,,,,,,,,
"To access individual LPA contract documents and User Instructions, click the direct link in the next cell or go to Cal eProcure (Contract Search): ",,,,,,Cal eProcure (State Contracts Search),,,,,,,
Blank cells indicate no applicable data. Click on contract type acronym in table for definition.,,,,,,,,,,,,,
LAST UPDATED: 12/15/2022,,,,,,,,,,,,,
"Contract Type  
(DGS use only)",Commodity/Service Description,Contract Number,Contractor Name,Contract Start Date,Contract End Date,Extensions Possible (Yes/No),"Mandatory 
(Yes/No)","State Users (Statewide/
Dept Use Only)",Open to Local Agencies  (Yes/No),State Contract Administrator,Phone,"Environmentally Preferable Purchasing
(EPP) Compliant
(Click link to access Buying Green website)","Rebid Information
(Click link to access solicitation)"
SLP,OKTA Software,SLP-22-70-0151A,KOVARUS INC,10/18/2022,9/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OKTA Software,SLP-22-70-0181D,SOLUTIONS SIMPLIFIED,9/27/2022,9/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OKTA Software,SLP-22-70-0220W,VISIONARY INTEGRATION PROF LLC,9/27/2022,9/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OKTA Software,SLP-22-70-0253G,SECURE SMART SOLUTIONS,9/27/2022,9/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OKTA Software,SLP-22-70-0280D,BLUE KARMA SECURITY LLC,9/27/2022,9/22/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OpenGov Software,SLP-21-70-3336A,VERTOSOFT LLC,4/28/2021,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OpenGov Software,SLP-21-70-0331C,ONPAR ADVISORS LLC,4/27/2021,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OpenGov Software,SLP-18-70-0243A,TRIU TEK INC,6/26/2018,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OpenGov Software,SLP-18-70-0183G,PATRIOT IT CORPORATION,5/31/2018,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OpenGov Software,SLP-18-70-0003E,SHI INTERNATIONAL CORP,5/31/2018,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Opentext Software,SLP-20-70-0315A,IMAGE ACCESS,10/19/2020,1/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Opentext Software,SLP-19-70-0176C,SHADE & PARTNERS TECHNOLOGY,1/16/2020,1/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Opentext Software,SLP-19-70-0279B,SPECIAL ORDER SYSTEMS INC,1/16/2020,1/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Opentext Software,SLP-19-70-0220K,VISIONARY INTEGRATION PROF LLC,1/16/2020,1/5/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Oracle Software,SLP-17-70-0063K,TABORDA SOLUTIONS INC,8/29/2017,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Oracle Software,SLP-17-70-0068H,DLT SOLUTIONS LLC,8/25/2017,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Oracle Software,SLP-17-70-0120D,DYNAMIC SYSTEMS INC,8/25/2017,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Oracle Software,SLP-17-70-0121D,MYTHICS INC,8/25/2017,8/31/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OSaaS Software,SLP-20-70-0289A,1CYBER SECURITY RESOURCES INC,3/4/2020,1/16/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OSaaS Software,SLP-20-70-0286B,MERGENT SYSTEMS INC,3/4/2020,1/16/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OSaaS Software,SLP-20-70-0134C,SLED IT SOLUTIONS INC,3/4/2020,1/16/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,OSaaS Software,SLP-20-70-0088I,STATESTORE,3/4/2020,1/16/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Outsystems Software,SLP-22-70-0063B,TABORDA SOLUTIONS INC,11/16/2022,10/25/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Outsystems Software,SLP-22-70-0064W,CARAHSOFT TECHNOLOGY CORP,11/16/2022,10/25/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Outsystems Software,SLP-22-70-0178B,SYMSOFT SOLUTIONS LLC,11/16/2022,10/25/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Palo Alto Networks Software,SLP-20-70-0064N,CARAHSOFT TECHNOLOGY CORP,10/14/2020,10/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Palo Alto Networks Software,SLP-20-70-0116J,ENTERPRISE NETWORKING SOLS INC,2/14/2020,10/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Palo Alto Networks Software,SLP-21-70-0151O,KOVARUS INC,9/27/2021,10/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Palo Alto Software,SLP-22-70-0059T,EPLUS TECHNOLOGY INC,11/16/2022,10/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Palo Alto Software,SLP-22-70-0276J,SAVANT SOLUTIONS INC,11/16/2022,10/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Palo Alto Software,SLP-22-70-0373A,CLOUDNOMICS,10/20/2022,10/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pegasystems Software,SLP-21-70-0027K,ALLIED NETWORK SOLUTIONS INC,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pegasystems Software,SLP-21-70-0218F,DVBE TECHNOLOGY GROUP,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pegasystems Software,SLP-21-70-0228C,ELYON ENTERPRISE STRATEGIES,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pegasystems Software,SLP-21-70-0232C,IMMIXTECHNOLOGY INC,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pegasystems Software,SLP-21-70-0167I,ONCORE CONSULTING LLC,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pegasystems Software,SLP-21-70-0246B,STRATOSPHERE TECH CONSULT LLC,9/1/2021,9/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ping Identity Software,SLP-20-70-0023D,ENTISYS360,5/29/2020,5/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ping Identity Software,SLP-20-70-0184M,OPTIV SECURITY INC,5/29/2020,5/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ping Identity Software,SLP-20-70-0276D,SAVANT SOLUTIONS INC,5/29/2020,5/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Ping Identity Software,SLP-20-70-0134D,SLED IT SOLUTIONS INC,5/29/2020,5/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,PingIdentity Software,SLP-21-70-0307B,EMPOWER MINDS LLC,9/16/2021,5/27/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pluralsight Software,SLP-22-70-0090G,ABLEGOV INC,3/17/2022,3/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pluralsight Software,SLP-22-70-0181X,SOLUTIONS SIMPLIFIED,3/17/2022,3/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Pluralsight Software,SLP-22-70-0063S,TABORDA SOLUTIONS INC,3/17/2022,3/15/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Precisely Software,SLP-22-70-0027R,ALLIED NETWORK SOLUTIONS INC,3/30/2022,3/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Precisely Software,SLP-22-70-0211C,ENTERPRISE ARCHITECTED,3/30/2022,3/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Precisely Software,SLP-22-70-0232D,IMMIXTECHNOLOGY INC,3/30/2022,3/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Proofpoint Software,SLP-22-70-0253E,SECURE SMART SOLUTIONS LLC,5/10/2022,3/29/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ProofPoint Software,SLP-22-70-0183J,PATRIOT IT CORPORATION,3/30/2022,3/29/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ProofPoint Software,SLP-22-70-0063U,TABORDA SOLUTIONS INC,3/30/2022,3/29/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ProofPoint Software,SLP-22-70-0059P,EPLUS TECHNOLOGY INC,3/30/2022,3/29/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Proofpoint Software,SLP-21-70-0003V,CARAHSOFT TECHNOLOGY CORP,8/3/2021,3/29/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Proofpoint Software,SLP-21-70-0064Q,SHI INTERNATIONAL CORP,8/3/2021,3/29/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Qualtrics Software,SLP-22-70-0090E,ABLEGOV INC,1/13/2022,12/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Qualtrics Software,SLP-22-70-0027P,ALLIED NETWORK SOLUTIONS INC,1/13/2022,12/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Qualtrics Software,SLP-22-70-0189I,BM ASSOCIATES INC,1/13/2022,12/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Qualtrics Software,SLP-22-70-0063Q,TABORDA SOLUTIONS INC,1/13/2022,12/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Qualtrics Software,SLP-22-70-0220S,VISIONARY INTEGRATION PROF LLC,1/13/2022,12/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,RapidDeploy Software,SLP-20-70-0158L,GLOBAL BLUE DVBE INC,3/25/2020,11/2/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,RapidDeploy Software,SLP-18-70-0023U,ENTISYS SOLUTIONS INC,12/14/2018,11/2/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,RapidDeploy Software,SLP-18-70-0252A,AT&T,12/4/2018,11/2/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,RapidDeploy Software,SLP-18-70-0038L,OMNIPROLLC,11/27/2018,11/2/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,RapidDeploy Software,SLP-18-70-0170D,XTERRALINK INC,11/27/2018,11/2/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Red Hat Software,SLP-22-70-0027O,ALLIED NETWORK SOLUTIONS INC,1/19/2022,12/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Red Hat Software,SLP-22-70-0283F,AVERE INCORPORATED,9/22/2022,12/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Red Hat Software,SLP-22-70-0120F,DYNAMIC SYSTEMS INC,1/31/2022,12/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Red Hat Software,SLP-22-70-0132I,PRESIDIO NETWORKED SOL GROUP,2/4/2022,12/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Red Hat Software,SLP-22-70-0063P,TABORDA SOLUTIONS INC,1/19/2022,12/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Red Hat Software,SLP-22-70-0255E,VETERAN ENHANCED TECH SOLNS,1/19/2022,12/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Red Hat Software,SLP-22-70-0220V,VISIONARY INTEGRATION PROF LLC,9/20/2022,12/31/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,RedCedar Software,SLP-18-70-0250A,COHERENT EDU SOLUTIONS LLC,1/16/2019,1/16/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,RedCedar Software,SLP-18-70-0257A,EXTENDED LEARNING INC,1/16/2019,1/16/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,RedCedar Software,SLP-18-70-0112C,GRANITE DATA SOLUTIONS,1/16/2019,1/16/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Replica Software,SLP-22-70-0346A,DISTINCTIVETECH LLC,1/28/2022,1/28/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Replica Software,SLP-22-70-0008I,INSIGHT PUBLIC SECTOR INC,1/28/2022,1/28/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Replica Software,SLP-22-70-0188G,QUALAPPS INC,1/28/2022,1/28/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Replica Software,SLP-22-70-0063R,TABORDA SOLUTIONS INC,1/28/2022,1/28/2025,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rimini Street,SLP-20-70-0283D,AVERE INCORPORATED,5/21/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rimini Street,SLP-20-70-0271C,CPSC SOLUTIONS LLC,5/12/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rimini Street,SLP-20-70-0277C,DATA SCIENCE CENTRAL LLC,5/12/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rimini Street,SLP-20-70-0236F,FARO CONSULTING & SOLUTIONS LLC,5/12/2020,4/30/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Riverbed Software,SLP-22-70-0151Q,KOVARUS INC,2/3/2022,11/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Riverbed Software,SLP-21-70-0059M,EPLUS TECHNOLOGY INC,11/30/2021,11/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Riverbed Software,SLP-21-70-0029Z,NWN SOLUTIONS CORPORATION,11/30/2021,11/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Riverbed Software,SLP-21-70-0134I,SLED IT SOLUTIONS INC,11/30/2021,11/23/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rubrik Software,SLP-22-70-0355B,AMS NET INC,8/24/2022,3/9/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rubrik Software,SLP-22-70-0151W,KOVARUS INC,8/17/2022,3/9/2023,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rubrik Software,SLP-20-70-0059B,EPLUS TECHNOLOGY INC,4/1/2020,3/9/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rubrik Software,SLP-20-70-0109C,NTH GENERATION COMPUTING INC,3/12/2020,3/9/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rubrik Software,SLP-20-70-0116K,ENS-INC,3/11/2020,3/9/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Rubrik Software,SLP-20-70-0240C,IMPEX TECHNOLOGIES INC,3/11/2020,3/9/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SailPoint Software,9-21-70-0028C,ENTISYS360,3/25/2021,3/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SailPoint Software,9-21-70-0022C,NTT AMERICA INC,3/25/2021,3/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SailPoint Software,9-21-70-0003E,OPTIV SECURITY INC,3/25/2021,3/24/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SailPoint Software,SLP-22-70-0276I,SAVANT SOLUTIONS INC,8/26/2022,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SailPoint Software,SLP-21-70-0181P,SOLUTIONS SIMPLIFIED,8/18/2021,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SailPoint Software,SLP-20-70-0023I,ENTISYS360,12/21/2020,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SailPoint Software,SLP-19-70-0059V,EPLUS TECHNOLOGY INC,8/19/2019,8/19/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SalesForce Software,SLP-22-70-0238H,OUTREACH SOLUTIONS AS A,5/10/2022,5/10/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SalesForce Software,SLP-22-70-0188H,QUALAPPS INC,5/10/2022,5/10/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Salesforce Software,SLP-22-70-0348B,STACKNEXUS INC,5/10/2022,5/10/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SalesForce Software,SLP-22-70-0063V,TABORDA SOLUTIONS INC,5/10/2022,5/10/2025,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAP Software,SLP-22-70-0090D,ABLEGOV INC,1/27/2022,12/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAP Software,SLP-22-70-0027N,ALLIED NETWORK SOLUTIONS INC,1/19/2022,12/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAP Software,SLP-22-70-0189H,BM ASSOCIATES INC,1/1/2022,12/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAP Software,SLP-22-70-0063N,TABORDA SOLUTIONS INC,1/1/2022,12/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAP Software,SLP-22-70-0220R,VISIONARY INTEGRATION PROF LLC,1/1/2022,12/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAS Software,SLP-22-70-0357D,ANSURTECH LLC,9/26/2022,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAS Software,SLP-21-70-0182G,LAUNCH CONSULTING,12/24/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAS Software,SLP-21-70-0211B,EAM SOFTWARE,6/11/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAS Software,SLP-21-70-0144L,THE IFISH GROUP INC,4/15/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAS Software,SLP-21-70-0027F,ALLIED NETWORK SOLUTIONS INC,3/18/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAS Software,SLP-21-70-0063C,TABORDA SOLUTIONS INC,3/18/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SAS Software,SLP-21-70-0161H,TRINITY TECHNOLOGY GROUP INC,3/18/2021,4/15/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SentinelOne Software,9-21-70-0035A,QUEST MEDIA & SUPPLIES INC,4/1/2021,10/16/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SentinelOne Software,9-20-70-0033A,PRESIDIO NETWORKED SOL GROUP,12/16/2020,10/16/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SentinelOne Software,9-20-70-0010G,TABORDA SOLUTIONS INC,12/14/2020,10/16/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SentinelOne Software,9-20-70-0003D,OPTIV SECURITY INC,12/9/2020,10/16/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SentinelOne Software,9-20-70-0029A,SLED IT SOLUTIONS INC,12/9/2020,10/16/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP Plus,SentinelOne Software,9-20-70-0032A,VETERAN ENHANCED TECH SOLNS,12/9/2020,10/16/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ServiceNow Software,SLP-21-70-0212C,CASK NX,5/13/2021,5/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ServiceNow Software,SLP-21-70-0151H,KOVARUS INC,5/13/2021,5/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ServiceNow Software,SLP-21-70-0161I,TRINITY TECHNOLOGY GROUP INC,5/13/2021,5/1/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ServiceNow Software,SLP-19-70-0116Z,ENTERPRISE NETWORKING SOLS INC,5/3/2019,5/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ServiceNow Software,SLP-19-70-0209G,HF TECH SERVICES INC,5/3/2019,5/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,ServiceNow Software,SLP-19-70-0255B,VETERAN ENHANCED TECH SOLUTIONS,5/3/2019,5/1/2024,No,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Silver Peak Software,SLP-22-70-0151V,KOVARUS INC,7/18/2022,10/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Silver Peak Software,SLP-21-70-0023M,ENTISYS360,12/1/2021,10/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Silver Peak Software,SLP-21-70-0059N,EPLUS TECHNOLOGY INC,12/1/2021,10/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Silver Peak Software,SLP-21-70-0029A,NWN SOLUTIONS CORPORATION,12/1/2021,10/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Silver Peak Software,SLP-21-70-0181U,SOLUTIONS SIMPLIFIED,12/1/2021,10/31/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SimpliGov Software,SLP-20-70-0314A,KAI PARTNERS,10/7/2020,3/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SimpliGov Software,SLP-20-70-0294B,RED RIVER TECHNOLOGY LLC,8/27/2020,3/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SimpliGov Software,SLP-19-70-0262A,EAM SOFTWARE,4/22/2019,3/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SimpliGov Software,SLP-19-70-0236C,FARO CONSULTING & SOLUTIONS LLC,4/22/2019,3/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,SimpliGov Software,SLP-19-70-0201C,JBS ASSOCIATES,4/22/2019,3/16/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Snowflake Software,SLP-21-70-0182F,LAUNCH CONSULTING,12/15/2021,11/19/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Snowflake Software,SLP-18-70-0167F,ONCORE CONSULTING LLC,12/28/2018,11/19/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Snowflake Software,SLP-18-70-0181M,SOLUTIONS SIMPLIFIED,12/28/2018,11/19/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Snowflake Software,SLP-18-70-0255A,VETERAN ENHANCED TECH SOLUTIONS,12/28/2018,11/19/2023,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Social Solutions Software,SLP-21-70-0181Q,SOLUTIONS SIMPLIFIED,9/7/2021,8/27/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Social Solutions Software,SLP-21-70-0287F,SUNSTONEIT LLC,9/7/2021,8/27/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
SLP,Social Solutions Software,SLP-21-70-0272C,SYSTEM SOLUTIONS DVBE INC,9/7/2021,8/27/2024,Yes,No,Statewide,Yes,SLP@dgs.ca.gov,(279) 946-8102,,
